STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,ETHNIC_POPES_ERP_005,Ethnic group,YEAR_POPES_ERP_005,Year at 30 June,SEX_POPES_ERP_005,Sex,AGE_POPES_ERP_005,Age,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,2,Female,020,20 years,20880,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,2,Female,000,0 years,18790,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",045,45 years,46390,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",085,85 years,11790,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,12,55-59 years,20990,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,1,Male,029,29 years,5820,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,1,Male,002,2 years,8700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,055,55 years,4660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,089,89 years,160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",016,16 years,15350,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",095,95 years and over,160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",001,1 years,16670,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,11,50-54 years,9800,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,888,Median age,24.2,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,3,"Total people, sex",07,30-34 years,26030,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,079,79 years,280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,022,22 years,3890,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,052,52 years,1980,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,005,5 years,4400,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,1,Male,20,95 years and over,60,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,1,Male,024,24 years,8500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,1,Male,049,49 years,3810,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,2,Female,069,69 years,1760,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,1,Male,13,60-64 years,990,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,2,Female,06,25-29 years,4420,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,1,Male,039,39 years,730,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,1,Male,073,73 years,70,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,1,Male,090,90 years,10,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,2,Female,015,15 years,400,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,3,"Total people, sex",085,85 years,40,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,09,40-44 years,153880,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,1,Male,049,49 years,32290,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",021,21 years,66600,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",051,51 years,63480,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",068,68 years,46220,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,2,15-39 years,531300,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,18,85-89 years,22000,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,037,37 years,20270,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,064,64 years,22160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,084,84 years,6710,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,007,7 years,21200,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,2,Female,032,32 years,23150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,2,Female,044,44 years,20170,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,3,"Total people, sex",063,63 years,45580,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,2,Female,01,0-4 years,42660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,2,Female,14,65-69 years,14390,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,1,Male,034,34 years,6060,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,1,Male,051,51 years,4880,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,1,Male,068,68 years,2390,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,2,Female,087,87 years,320,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,3,"Total people, sex",033,33 years,13050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,3,"Total people, sex",008,8 years,17390,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,046,46 years,2240,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,086,86 years,120,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,2,Female,027,27 years,3920,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,2,Female,091,91 years,160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",028,28 years,19520,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",030,30 years,22130,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,1,Male,07,30-34 years,6310,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,03,10-14 years,3740,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",18,85-89 years,210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,032,32 years,1360,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,044,44 years,790,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",037,37 years,2450,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",057,57 years,740,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",077,77 years,150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",15,70-74 years,217520,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,2,Female,047,47 years,30750,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,2,Female,062,62 years,31510,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",028,28 years,73540,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",043,43 years,65250,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",053,53 years,65380,
